id,role,level,type,question_text,options_json,correct_answer_index,topic
19159,Embedded Systems Engineer,Intern,descriptive,"How would you onboard a new team member on embedded network protocols, at a foundational, learning-focused level suited for an intern who is building core understanding?",,,embedded network protocols
19160,Embedded Systems Engineer,Intern,descriptive,"Compare the tradeoffs involved in bootloader design at a foundational, learning-focused level suited for an intern who is building core understanding.",,,bootloader design
19161,Embedded Systems Engineer,Intern,descriptive,What metrics or signals would you use to evaluate memory-constrained programming?,,,memory-constrained programming
19162,Embedded Systems Engineer,Intern,descriptive,"Compare the tradeoffs involved in real-time scheduling at a foundational, learning-focused level suited for an intern who is building core understanding.",,,real-time scheduling
19163,Embedded Systems Engineer,Intern,descriptive,What tools or techniques support effective work with fault tolerance in embedded systems?,,,fault tolerance in embedded systems
19164,Embedded Systems Engineer,Intern,descriptive,"What does 'good' look like when sensor calibration is done well, at a foundational, learning-focused level suited for an intern who is building core understanding?",,,sensor calibration
19165,Embedded Systems Engineer,Intern,descriptive,"What questions would you ask before starting work involving firmware update mechanisms (OTA), at a foundational, learning-focused level suited for an intern who is building core understanding?",,,firmware update mechanisms (OTA)
19166,Embedded Systems Engineer,Intern,descriptive,"Explain a mistake to avoid when working with memory-constrained programming, at a foundational, learning-focused level suited for an intern who is building core understanding.",,,memory-constrained programming
19167,Embedded Systems Engineer,Intern,descriptive,What metrics or signals would you use to evaluate bootloader design?,,,bootloader design
19168,Embedded Systems Engineer,Intern,descriptive,"Explain the concept of real-time scheduling and why it matters at a foundational, learning-focused level suited for an intern who is building core understanding.",,,real-time scheduling
19169,Embedded Systems Engineer,Intern,descriptive,What tradeoffs exist between speed and quality when handling PCB design fundamentals?,,,PCB design fundamentals
19170,Embedded Systems Engineer,Intern,descriptive,"Describe how you would approach circuit-level troubleshooting at a foundational, learning-focused level suited for an intern who is building core understanding.",,,circuit-level troubleshooting
19171,Embedded Systems Engineer,Intern,descriptive,"What are the key considerations when working with firmware development, at a foundational, learning-focused level suited for an intern who is building core understanding?",,,firmware development
19172,Embedded Systems Engineer,Intern,descriptive,"Describe a time microcontroller architecture could go wrong and how you'd prevent it, at a foundational, learning-focused level suited for an intern who is building core understanding.",,,microcontroller architecture
19173,Embedded Systems Engineer,Intern,descriptive,"Describe a time communication protocols (I2C/SPI/UART) could go wrong and how you'd prevent it, at a foundational, learning-focused level suited for an intern who is building core understanding.",,,communication protocols (I2C/SPI/UART)
19174,Embedded Systems Engineer,Intern,descriptive,"What are the key considerations when working with sensor integration, at a foundational, learning-focused level suited for an intern who is building core understanding?",,,sensor integration
19175,Embedded Systems Engineer,Intern,descriptive,"Explain the concept of microcontroller architecture and why it matters at a foundational, learning-focused level suited for an intern who is building core understanding.",,,microcontroller architecture
19176,Embedded Systems Engineer,Intern,descriptive,"Walk through a real scenario where sensor calibration would be critical, at a foundational, learning-focused level suited for an intern who is building core understanding.",,,sensor calibration
19177,Embedded Systems Engineer,Intern,descriptive,"What questions would you ask before starting work involving sensor calibration, at a foundational, learning-focused level suited for an intern who is building core understanding?",,,sensor calibration
19178,Embedded Systems Engineer,Intern,descriptive,"What are the key considerations when working with watchdog timers, at a foundational, learning-focused level suited for an intern who is building core understanding?",,,watchdog timers
19179,Embedded Systems Engineer,Intern,descriptive,"What best practices would you apply when dealing with device driver development, at a foundational, learning-focused level suited for an intern who is building core understanding?",,,device driver development
